Unnamed: 0,IMDb_id,Title,Year,Genre,Synopsis
667,15436012,Untitled Project,2021,"Comedy, Drama, Romance","Stuck in existential boredom, two high school students start a bold and complex project: kidnapping their entire school. What was supposed to be an end-of-year film will become a chilling documentation of the chain of events that follows."
668,4917622,Mountain,2015,Drama,A young Orthodox Jewish woman becomes ensconced in a nocturnal community of prostitutes and drug dealers that congregates in the ancient cemetery atop Jerusalem's Mount of Olives.
669,1820531,Melting Away,2011,Drama,"When Shlomo discovers in his trans daughter's Assaf room, women's clothing and accessories, he decides to 'teach the boy a lesson'. When Assaf returns to her parents' home on a rainy night from a party, her attempts to enter home fail. Her father, with the silent consent of her mother, locked the door. At present, 4 years later, Gallia turns to an investigation agency to help her find her daughter Assaf and bring him to Shlomo, her father who is dying of cancer. One night, at a night club in Tel Aviv, Assaf is seen performing as a beautiful transgender lady singer who goes by the name of Anna. After a few days a private nurse turns up at Shlomo's room at the hospital, sent as she claims by the insurance agency to assist Shlomo. The nurse is Anna (his daughter Assaf) and she manages to conquer Shlomo's heart by her charming personality and her special attitude toward life."
670,11464360,Mirage,2019,Drama,"Two very different men find themselves sharing a night of danger and suspense: 19-year-old Ami, a killer turned state witness, and 52-year-old Itzhak, head of a religious yeshiva. They have to combine forces if they are to save the woman they both love, 17-year-old Moriya, Itzhak's daughter. Moriya has been kidnapped by the felons against whom Ami is supposed to testify. During this long night of twists and turns, Ami and Itzhak discover that they are more similar than they ever could have imagined."
672,1334519,Brothers,2008,Drama,A religious fundamentalist Jewish lawyer arrives in Israel to both reacquaint himself with his secular brother and work an explosive trial dealing with the conscription of fundamentalist Jewish students into the Israel Defense Force.
673,13224844,Ballads of the Exodus,2021,"Drama, Musical","The life of Moses as told through the Book of Exodus, the imagination of a dying boy, and the ballads of his father."
674,426213,Year Zero,2004,Drama,This film takes us into the world of strangers whose lives change forever when they finally meet: a young mother with a 10-year-old tries to make ends meet after she's fired; a blind man's seeing-eye dog is killed by a hit-and-run driver; a married couple in their 40s fight over an unplanned pregnancy; a radio producer faces his past as he creates a historical radio program about his father; an unethical businessman is forced to come home to Israel to take care of his aging dad.
676,104164,Eddie King,1992,Thriller,"Eddie, an unemployed actor gets in troubles with a group of criminals."
677,65663,The Dreamer,1970,Drama,The love story of a young man who is attached to an older woman until the appearance of a younger girl interrupts him. He has an affair with the younger girl but his love for the older woman makes him return to the nursing home.
678,11429932,True Fighter,2019,Drama,"Daniel, a seventeen-year-old teenager, whose dream is to be in the elite commando force of the Israeli navy. After medical tests, Daniel discovers he has a rare ophthalmological disease that will soon break out in his eyes."
679,66321,Death of a Jew,1969,Drama,"A confrontation between two enemies. One is a young, captured Israeli agent and the other an older Arab inspector who tries to get the agent talk by making him regain his desire to live."
681,14495752,Once upon a time in Tel Aviv,2021,"Action, Comedy, Crime",A Love triangle between a Tel Avivian Stripper and Two Malicious Gangsters who happen to be best friends
682,406214,Shem,2004,Drama,"Daniel, a young and arrogant Londoner, is bored to death in his life. His jewish grandmother asks him to go through Europe in order to find his grandfather's grave. Not only will Daniel find his long lost grandfather's trace, but he also will understand his deep-rooted jewish culture..."
683,1855153,Cats on a Pedal Boat,2011,"Comedy, Fantasy, Horror",Two teenagers and a cat try to enjoy a quiet afternoon by a peaceful looking lake in Tel Aviv.
685,305178,James' Journey to Jerusalem,2003,"Comedy, Drama",During his journey to Jerusalem young James learns the meaning of being Israeli.
686,142642,The Highway Queen,1971,Drama,"A story of a street walker, who tries to leave the world of prostitution when she gets pregnant."
687,330889,Sima Vaknin Witch,2003,"Comedy, Fantasy",Sima Vaknin wants to expand her home but one of her neighbors resists. She curses him and the curse comes true. Following this incident she starts a business for curses and blessings.
688,137806,The Appointed,1990,Drama,A rabbi's son rebels against his roots and becomes a magician. A woman enters his life and turns his tricks into metaphysical phenomena. The son is forced to choose between love and living up to his father's expectations.
689,144577,Streets of Yesterday,1989,Drama,"This is a story of a relationship between three men: Amin, a Palestinian nationalist; Joseph, an Israeli peacenik; and Colonel Shalit, a right-wing Israeli intelligence officer."
690,7157668,The Cousin,2017,Drama,A comedy about a family man and his foreign worker who is facing unbased accusations.
691,133772,Floch,1972,Drama,"Floch, a seventy year old man loses his son, daughter in-law and grandson, who are all killed in a car accident. He goes into deep depression and feels that he can't leave this world without leaving an offspring, a descendant to carry on his name. He divorces his wife Gerda who is too old to bear him a child and sets out to find a younger woman with whom he can fulfill his dream."
692,300949,Apartment #5C,2002,Thriller,"It focuses especially on an Israeli couple with expired Visas, that shoplift to make a living. The story follows different people in N.Y.C. trying to make ends meet."
694,103089,Time for Cherries,1990,"Drama, War","Muki, a reserve soldier serving in Lebanon just before the IDF's retreat,is trying to document his soon to come death."
